id,externalId,validatedOn,rvvCode,status,textSigns,side,roadName,roadType,roadNumber,roadSectionId,nwbVersion,countyName,countyCode,townName,imageUrl,firstSeenOn,lastSeenOn,expectedRemovedOn,placedOn,removedOn,longitude,latitude,geometry_wkt
00ac7107-65e3-48ec-a2f6-e490b21bb46a,,,A3,PLACED,[ ],L,Rijksweg 50,1.0,50.0,600143254.0,2024-03-01,Beuningen,GM0209,Ewijk,https://wegkenmerken.ndw.nu/api/images/812b71c8-dd8a-4acb-92d4-b169498ae302,2022-05-11,2022-05-11,,,,5.7267789114904,51.870978822128,POINT (5.726779 51.870979)
00acc8cd-0c73-42d7-847e-5c340b94b343,,,A3,PLACED,[ ],N,Neerbosscheweg,,,,,Nijmegen,GM0268,Nijmegen,https://wegkenmerken.ndw.nu/api/images/ff83a784-56eb-48ec-bc76-9a2a82062a49,2017-06-21,2022-09-06,,,,5.8266200256412,51.825885084973,POINT (5.82662 51.825885)
00aec0a5-7587-466f-8ccc-a398d7e15866,,,A3,PLACED,[ ],L,Rijksweg A12,1.0,12.0,600140869.0,2024-03-01,Veenendaal,GM0345,Veenendaal,https://wegkenmerken.ndw.nu/api/images/370da39d-ec4a-492f-bf46-3116867269e7,2017-04-18,2022-04-12,,,,5.5593557303764,52.042389193997,POINT (5.559356 52.042389)
00afb38d-4797-4e0d-8b18-ce615aadac1b,,,A3,PLACED,[ ],L,Rijksweg A15,1.0,15.0,600119682.0,2024-03-01,Papendrecht,GM0590,Papendrecht,https://wegkenmerken.ndw.nu/api/images/8d09ee45-ea5f-4e1c-b2eb-f949dbacbb0b,2016-05-04,2022-05-02,,,,4.6991852763697,51.842502494244,POINT (4.699185 51.842502)
00b4432c-e630-4aac-911b-1cbc35fd42fd,,,A3,PLACED,[ ],L,Rijksweg A4,1.0,4.0,191324077.0,2024-03-01,Leiderdorp,GM0547,Leiderdorp,https://wegkenmerken.ndw.nu/api/images/aaf2a9e2-6fae-414d-91c9-3075710650aa,2016-05-10,2022-02-25,,,,4.5287463842962,52.148970818073,POINT (4.528746 52.148971)
00b45924-9513-446d-8e5f-efae96957a94,,,A3,PLACED,[ ],L,Rijksweg A20,1.0,20.0,600111777.0,2024-03-01,Rotterdam,GM0599,Rotterdam,https://wegkenmerken.ndw.nu/api/images/dbc19a75-f73a-440e-9075-a8cc3ec47e88,2016-05-10,2022-03-29,,,,4.4700143635917,51.940504769397,POINT (4.470014 51.940505)
00b6f67a-85ce-4a81-93f5-dc8a80a48d37,,,A3,PLACED,[ ],L,Rijksweg A50,1.0,50.0,600144506.0,2024-03-01,Apeldoorn,GM0200,Loenen,https://wegkenmerken.ndw.nu/api/images/07584977-a8a9-4999-8686-de1346591e01,2016-04-11,2022-04-28,,,,5.9468914286446,52.080694378145,POINT (5.946891 52.080694)
00bad106-53d6-4cf0-bbf1-e4a0f79309b7,,,A3,PLACED,[ ],R,Rijksweg,1.0,9.0,600120056.0,2024-03-01,Velsen,GM0453,Velsen-Zuid,https://wegkenmerken.ndw.nu/api/images/28b82629-bc6a-4e8e-a96a-95ecfd73df51,2017-03-28,2022-04-23,,,,4.6790352770461,52.429996492702,POINT (4.679035 52.429996)
00bc1a8c-9ada-4bda-b44c-6c5ca51c0e0f,,,A3,PLACED,[ ],R,Rijksweg,1.0,2.0,305196013.0,2024-03-01,Boxtel,GM0757,Liempde,https://wegkenmerken.ndw.nu/api/images/2e685c0c-521a-42d8-ba37-383c2a6920b1,2015-10-21,2022-04-21,,,,5.3565449518744,51.563931504944,POINT (5.356545 51.563932)
00c1a4a7-590e-4a66-898f-a0e2ee78cc72,,,A3,PLACED,[ ],L,Rijksweg N11,2.0,11.0,600120565.0,2024-03-01,Alphen aan den Rijn,GM0484,Alphen aan den Rijn,https://wegkenmerken.ndw.nu/api/images/3b795a80-0b5e-4dcf-8244-0c69d15abfae,2016-05-31,2022-07-08,,,,4.6684509694896,52.111252190672,POINT (4.668451 52.111252)
